CUSTOMER,Tahun,Bulan OK,NO REK, NO.OK , NAMA BARANG ,  PEMAKAIAN BAHAN BAKU ,  Waste_Total @Kg , Waste %
PT UNI-CHARM INDONESIA TBK,2024,10,124.2305.016,OK/TAB/24/X/00209,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1007,47,4.67%
PT UNI-CHARM INDONESIA TBK,2024,10,124.2305.016,OK/TAB/24/X/00281,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,598.92,22.92,3.83%
PT UNI-CHARM INDONESIA TBK,2024,10,124.2305.016,OK/TAB/24/X/00301,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,630,0,0.00%
PT UNI-CHARM INDONESIA TBK,2024,11,124.2305.016,OK/TAB/24/X/00344,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,682.5,34.5,5.05%
PT UNI-CHARM INDONESIA TBK,2024,11,124.2305.016,OK/TAB/24/XI/00007,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,819,39,4.76%
PT UNI-CHARM INDONESIA TBK,2024,11,124.2305.016,OK/TAB/24/XI/00057,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,799.5,19.5,2.44%
PT UNI-CHARM INDONESIA TBK,2024,11,124.2305.016,OK/TAB/24/XI/00087,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,819,39,4.76%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XI/00114,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1235.33,59.33,4.80%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XI/00161,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,623,23,3.69%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XI/00191,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,540,0,0.00%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XI/00251,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,883.5,43.5,4.92%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XI/00259,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,546,24,4.40%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XII/00011,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,925.92,43.92,4.74%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XII/00017,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,480,0,0.00%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XII/00058,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,330,0,0.00%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XII/00128,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,496.5,16.5,3.32%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XII/00154,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,671,35,5.22%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XII/00230,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,987,27,2.74%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XII/00258,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1403,71,5.06%
PT UNI-CHARM INDONESIA TBK,2024,12,124.2305.016,OK/TAB/24/XII/00287,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,567,27,4.76%
PT UNI-CHARM INDONESIA TBK,2025,1,124.2305.016,OK/TAB/24/XII/00343,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,301,1,0.33%
PT UNI-CHARM INDONESIA TBK,2025,1,124.2305.016,OK/TAB/25/I/00003,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1003.5,43.5,4.33%
PT UNI-CHARM INDONESIA TBK,2025,1,124.2305.016,OK/TAB/25/I/00092,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,991.25,55.25,5.57%
PT UNI-CHARM INDONESIA TBK,2025,1,124.2305.016,OK/TAB/25/I/00153,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,671,35,5.22%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/I/00162,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1037,53,5.11%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/I/00200,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,360,0,0.00%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/I/00257,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,915,51,5.57%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/I/00293,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,120,0,0.00%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/II/00030,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,684,36,5.26%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/II/00144,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,274.5,10.5,3.83%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/II/00149,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,450,0,0.00%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/II/00193,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,317,17,5.36%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/II/00231,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,823,43,5.22%
PT UNI-CHARM INDONESIA TBK,2025,2,124.2305.016,OK/TAB/25/II/00241,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1546.5,76.5,4.95%
PT UNI-CHARM INDONESIA TBK,2025,3,124.2305.016,OK/TAB/25/II/00308,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,869.25,53.25,6.13%
PT UNI-CHARM INDONESIA TBK,2025,3,124.2305.016,OK/TAB/25/II/00344,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,240,0,0.00%
PT UNI-CHARM INDONESIA TBK,2025,3,124.2305.016,OK/TAB/25/II/00369,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,747.25,39.25,5.25%
PT UNI-CHARM INDONESIA TBK,2025,3,124.2305.016,OK/TAB/25/III/00039,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,498,18,3.61%
PT UNI-CHARM INDONESIA TBK,2025,3,124.2305.016,OK/TAB/25/III/00074,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,120,0,0.00%
PT UNI-CHARM INDONESIA TBK,2025,3,124.2305.016,OK/TAB/25/III/00110,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,915,45,4.92%
PT UNI-CHARM INDONESIA TBK,2025,3,124.2305.016,OK/TAB/25/III/00163,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,694,34,4.90%
PT UNI-CHARM INDONESIA TBK,2025,4,124.2305.016,OK/TAB/25/III/00254,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,993,33,3.32%
PT UNI-CHARM INDONESIA TBK,2025,4,124.2305.016,OK/TAB/25/III/00286,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,336.82,36.82,10.93%
PT UNI-CHARM INDONESIA TBK,2025,4,124.2305.016,OK/TAB/25/IV/00013,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1322.17,86.17,6.52%
PT UNI-CHARM INDONESIA TBK,2025,4,124.2305.016,OK/TAB/25/IV/00102,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,240,0,0.00%
PT UNI-CHARM INDONESIA TBK,2025,4,124.2305.016,OK/TAB/25/IV/00148,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,540,0,0.00%
PT UNI-CHARM INDONESIA TBK,2025,4,124.2305.016,OK/TAB/25/IV/00052,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,549,33,6.01%
PT UNI-CHARM INDONESIA TBK,2025,5,124.2305.016,OK/TAB/25/IV/00172,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1111.5,91.5,8.23%
PT UNI-CHARM INDONESIA TBK,2025,5,124.2305.016,OK/TAB/25/IV/00277,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,803.6,47.6,5.92%
PT UNI-CHARM INDONESIA TBK,2025,5,124.2305.016,OK/TAB/25/IV/00313,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,246.4,6.4,2.60%
PT UNI-CHARM INDONESIA TBK,2025,5,124.2305.016,OK/TAB/25/V/00009,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,246.4,6.4,2.60%
PT UNI-CHARM INDONESIA TBK,2025,5,124.2305.016,OK/TAB/25/V/00025,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,780.2,102.2,13.10%
PT UNI-CHARM INDONESIA TBK,2025,5,124.2305.016,OK/TAB/25/V/00066,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,985.6,25.6,2.60%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/V/00180,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,573.2,33.2,5.79%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/V/00233,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,741,21,2.83%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/V/00305,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,737.3,17.3,2.35%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/V/00336,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,657,87,13.24%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/V/00372,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,249.46,9.46,3.79%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/VI/00008,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,589.84,13.84,2.35%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/VI/00060,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,516.1,12.1,2.34%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/VI/00089,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,251.19,11.19,4.45%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/VI/00121,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,663.57,15.57,2.35%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/VI/00198,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,1012.49,22.49,2.22%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/V/00116,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,402.1,42.1,10.47%
PT UNI-CHARM INDONESIA TBK,2025,6,124.2305.016,OK/TAB/25/V/00253,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,368.6,8.6,2.33%
PT UNI-CHARM INDONESIA TBK,2025,7,124.2305.016,OK/TAB/25/VI/00192,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,151.75,7.75,5.11%
PT UNI-CHARM INDONESIA TBK,2025,7,124.2305.016,OK/TAB/25/VI/00230,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,304,4,1.32%
PT UNI-CHARM INDONESIA TBK,2025,7,124.2305.016,OK/TAB/25/VI/00270,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,365,5,1.37%
PT UNI-CHARM INDONESIA TBK,2025,7,124.2305.016,OK/TAB/25/VI/00275,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,657,39,5.94%
PT UNI-CHARM INDONESIA TBK,2025,7,124.2305.016,OK/TAB/25/VII/00007,LAMINATING PAPER/WHITE (MG PAPER BLANK) 360090100 25 GSM X 60 MM X 4000 M,328.5,16.5,5.02%
PT NIKORAMA CITRA TOBACCO,2024,1,124.0600.068,OK/TAB/23/XII/00121,"FOIL PAPER/SILVER (ALU FOIL MILD 16'S 76 MM X 2000 M, 50 GSM SILVER BRIGHT) PK.ALF.MLD 16S LVRO 50 GSM X 76 MM X 2000 M",1041.12,91.12,8.75%
PT NIKORAMA CITRA TOBACCO,2024,6,124.0600.068,OK/TAB/24/V/00138,"FOIL PAPER/SILVER (ALU FOIL MILD 16'S 76 MM X 2000 M, 50 GSM SILVER BRIGHT) PK.ALF.MLD 16S LVRO 50 GSM X 76 MM X 2000 M",1043,70.2,6.73%
PT NIKORAMA CITRA TOBACCO,2024,7,124.0109.001,OK/TAB/24/VII/00311,LAMINATING BOARD/ORANGE  INNER FRAME MILD 16'S (84 MM X 750 M) 210 GSM ORANGE  PK.INF.MLD 16O REN0 210 GSM X 84 MM X 750 M,2039.18,149.94,7.35%
PT NIKORAMA CITRA TOBACCO,2024,8,124.0600.068,OK/TAB/24/VII/00163,"FOIL PAPER/SILVER (ALU FOIL MILD 16'S 76 MM X 2000 M, 50 GSM SILVER BRIGHT) PK.ALF.MLD 16S LVRO 50 GSM X 76 MM X 2000 M",1139,91,7.99%
PT NIKORAMA CITRA TOBACCO,2024,8,124.0600.068,OK/TAB/24/VIII/00155,"FOIL PAPER/SILVER (ALU FOIL MILD 16'S 76 MM X 2000 M, 50 GSM SILVER BRIGHT) PK.ALF.MLD 16S LVRO 50 GSM X 76 MM X 2000 M",1047,-52.4,-5.00%
PT NIKORAMA CITRA TOBACCO,2024,9,124.0955.048,OK/TAB/24/VII/00164,CETAKAN BOARD/MIXED COLORS HLP NIKO INTERNATIONAL 16 (97 MM X 250 MM) PK.ETK.NKO16 230 GSM,19856.6,11011.4,55.45%
PT NIKORAMA CITRA TOBACCO,2024,9,124.0955.049,OK/TAB/24/VII/00240,CETAKAN BOARD/MIXED COLORS HLP NIKO INTERNATIONAL 12 (82 MM X 249 MM) PK.ETK.NKO12 210 GSM,4745.4,2435.4,51.32%
PT NIKORAMA CITRA TOBACCO,2024,9,124.0116.004,OK/TAB/24/VIII/00377,LAMINATING BOARD/PURPLE (INNER FRAME MILD 16'S PURPLE ) PK.INF.MLD16PURP0 210 GSM X 84 MM X 750 M,1075.28,135.95,12.64%
PT NIKORAMA CITRA TOBACCO,2024,11,124.0955.048,OK/TAB/24/XI/00164,CETAKAN BOARD/MIXED COLORS HLP NIKO INTERNATIONAL 16 (97 MM X 250 MM) PK.ETK.NKO16 230 GSM,491.4,0,0.00%
PT NIKORAMA CITRA TOBACCO,2024,12,124.0955.048,OK/TAB/23/VIII/00196,CETAKAN BOARD/MIXED COLORS HLP NIKO INTERNATIONAL 16 (97 MM X 250 MM) PK.ETK.NKO16 230 GSM,32523.2,12375.8,38.05%
PT NIKORAMA CITRA TOBACCO,2025,2,124.0600.068,OK/TAB/25/II/00014,"FOIL PAPER/SILVER (ALU FOIL MILD 16'S 76 MM X 2000 M, 50 GSM SILVER BRIGHT) PK.ALF.MLD 16S LVRO 50 GSM X 76 MM X 2000 M",1051,23.2,2.21%
PT NIKORAMA CITRA TOBACCO,2025,4,124.0955.048,OK/TAB/25/II/00187,CETAKAN BOARD/MIXED COLORS HLP NIKO INTERNATIONAL 16 (97 MM X 250 MM) PK.ETK.NKO16 230 GSM,17247,6324.4,36.67%
PT NIKORAMA CITRA TOBACCO,2025,5,124.0600.082,OK/TAB/25/V/00168,FOIL PAPER/SILVER (ALU FOIL REGULER 12'S 67 MM X 2000 M 50 GSM SILVER) PK.ALF.REG12SLVR0 50 GSM X 67 MM X 2000 M,1206,67,5.56%
PT NIKORAMA CITRA TOBACCO,2025,5,124.0104.005,OK/TAB/25/V/00169,LAMINATING BOARD/RED (INNER FRAME REGULER 12'S 79 MM X 750 M 210 GSM RED)PK.INF.REG12RED00 210 GSM X 79 MM X 750 M,541,142.92,26.42%
PT NIKORAMA CITRA TOBACCO,2025,5,124.0108.001,OK/TAB/25/V/00170,LAMINATING BOARD/BROWN (INNER FRAME REGULER 12'S 79 MM X 750 M 210 GSM BROWN) PK.INF.REG12BROWN 210 GSM X 79 MM X 750 M,561,113.16,20.17%
PT NIKORAMA CITRA TOBACCO,2025,6,124.0600.082,OK/TAB/25/VI/00284,FOIL PAPER/SILVER (ALU FOIL REGULER 12'S 67 MM X 2000 M 50 GSM SILVER) PK.ALF.REG12SLVR0 50 GSM X 67 MM X 2000 M,781.26,144.76,18.53%
PT NIKORAMA CITRA TOBACCO,2025,6,124.0104.005,OK/TAB/25/V/00364,LAMINATING BOARD/RED (INNER FRAME REGULER 12'S 79 MM X 750 M 210 GSM RED)PK.INF.REG12RED00 210 GSM X 79 MM X 750 M,623.6,225.52,36.16%
PT NIKORAMA CITRA TOBACCO,2025,6,124.0104.005,OK/TAB/25/VI/00163,LAMINATING BOARD/RED (INNER FRAME REGULER 12'S 79 MM X 750 M 210 GSM RED)PK.INF.REG12RED00 210 GSM X 79 MM X 750 M,715,155.2,21.71%
PT NIKORAMA CITRA TOBACCO,2025,6,124.0108.001,OK/TAB/25/V/00334,LAMINATING BOARD/BROWN (INNER FRAME REGULER 12'S 79 MM X 750 M 210 GSM BROWN) PK.INF.REG12BROWN 210 GSM X 79 MM X 750 M,525.99,78.15,14.86%
PT NIKORAMA CITRA TOBACCO,2025,6,124.0108.001,OK/TAB/25/VI/00164,LAMINATING BOARD/BROWN (INNER FRAME REGULER 12'S 79 MM X 750 M 210 GSM BROWN) PK.INF.REG12BROWN 210 GSM X 79 MM X 750 M,430,56.8,13.21%
PT NIKORAMA CITRA TOBACCO,2025,7,124.0690.020,OK/TAB/25/VI/00316,FOIL PAPER/SILVER COATING(ALU FOIL REGULER 12'S 67 MM X 2000 M 50 GSM SILVER COATING) PK.ALF.REG12SLVR1 50 GSM X 67 MM X 2000 M,1287.75,168.85,13.11%
PT NIKORAMA CITRA TOBACCO,2025,7,124.0690.020,OK/TAB/25/VII/00112,FOIL PAPER/SILVER COATING(ALU FOIL REGULER 12'S 67 MM X 2000 M 50 GSM SILVER COATING) PK.ALF.REG12SLVR1 50 GSM X 67 MM X 2000 M,877.85,120.75,13.76%
PT TEMPO NAGADI,2024,1,124.2905.005,OK/TAB/24/I/00220,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,1390.4,77.12,5.55%
PT TEMPO NAGADI,2024,2,124.2905.005,OK/TAB/24/I/00313,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,8827.6,364.24,4.13%
PT TEMPO NAGADI,2024,3,124.2905.005,OK/TAB/24/III/00053,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,696,39.36,5.66%
PT TEMPO NAGADI,2024,3,130.0010.359,OK/TAB/24/III/00020,WRAP CLAUDIA PINK 60GR 30457 115 GSM X 110 MM X 144 MM X 1000 M,1480.28,88.78,6.00%
PT TEMPO NAGADI,2024,3,130.0010.359,OK/TAB/24/III/00023,WRAP CLAUDIA PINK 60GR 30457 115 GSM X 110 MM X 144 MM X 1000 M,2602.25,-28.95,-1.11%
PT TEMPO NAGADI,2024,3,130.0010.666,OK/TAB/24/III/00024,WRAP CLAUDIA WHITE BEUATY 60GR 30452 115 GSM X 110 MM X 144 MM X 1000 M,1564.09,46.09,2.95%
PT TEMPO NAGADI,2024,4,124.2905.005,OK/TAB/24/IV/00060,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,2410,38.8,1.61%
PT TEMPO NAGADI,2024,5,130.0010.359,OK/TAB/24/III/00021,WRAP CLAUDIA PINK 60GR 30457 115 GSM X 110 MM X 144 MM X 1000 M,677.53,-30.87,-4.56%
PT TEMPO NAGADI,2024,5,130.0010.359,OK/TAB/24/III/00022,WRAP CLAUDIA PINK 60GR 30457 115 GSM X 110 MM X 144 MM X 1000 M,702.53,6.78,0.97%
PT TEMPO NAGADI,2024,6,124.2905.005,OK/TAB/24/V/00289,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,6703.21,246.25,3.67%
PT TEMPO NAGADI,2024,6,124.2905.005,OK/TAB/24/V/00392,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,5207,101.19,1.94%
PT TEMPO NAGADI,2024,6,130.0010.666,OK/TAB/24/VI/00210,WRAP CLAUDIA WHITE BEUATY 60GR 30452 115 GSM X 110 MM X 144 MM X 1000 M,1748.11,78.31,4.48%
PT TEMPO NAGADI,2024,7,124.2905.005,OK/TAB/24/VI/00316,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,2909,-9.4,-0.32%
PT TEMPO NAGADI,2024,7,130.0010.666,OK/TAB/24/VII/00238,WRAP CLAUDIA WHITE BEUATY 60GR 30452 115 GSM X 110 MM X 144 MM X 1000 M,1514.5,85.05,5.62%
PT TEMPO NAGADI,2024,8,124.2905.005,OK/TAB/24/VIII/00152,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,2267,78.2,3.45%
PT TEMPO NAGADI,2024,9,124.2905.005,OK/TAB/24/VIII/00349,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,3086.36,240.91,7.81%
PT TEMPO NAGADI,2024,9,130.0010.359,OK/TAB/24/VI/00211,WRAP CLAUDIA PINK 60GR 30457 115 GSM X 110 MM X 144 MM X 1000 M,1622.67,3.47,0.21%
PT TEMPO NAGADI,2024,10,124.2905.005,OK/TAB/24/X/00005,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,3926.01,-32.07,-0.82%
PT TEMPO NAGADI,2024,10,130.0010.359,OK/TAB/24/VII/00236,WRAP CLAUDIA PINK 60GR 30457 115 GSM X 110 MM X 144 MM X 1000 M,1488.13,109.28,7.34%
PT TEMPO NAGADI,2024,11,124.2905.005,OK/TAB/24/XI/00054,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,2900,72.8,2.51%
PT TEMPO NAGADI,2024,12,124.2905.005,OK/TAB/24/XII/00057,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,4606,64.24,1.39%
PT TEMPO NAGADI,2024,12,130.0010.359,OK/TAB/24/XII/00022,WRAP CLAUDIA PINK 60GR 30457 115 GSM X 110 MM X 144 MM X 1000 M,869.93,22.38,2.57%
PT TEMPO NAGADI,2024,12,130.0010.666,OK/TAB/24/XII/00025,WRAP CLAUDIA WHITE BEUATY 60GR 30452 115 GSM X 110 MM X 144 MM X 1000 M,719.49,36.39,5.06%
PT TEMPO NAGADI,2025,1,124.2905.005,OK/TAB/24/XII/00318,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,2887,114.52,3.97%
PT TEMPO NAGADI,2025,1,130.0010.666,OK/TAB/25/I/00297,WRAP CLAUDIA WHITE BEUATY 60GR 30452 115 GSM X 110 MM X 144 MM X 1000 M,1405.49,51.94,3.70%
PT TEMPO NAGADI,2025,2,124.2905.005,OK/TAB/25/II/00018,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,2925,152.52,5.21%
PT TEMPO NAGADI,2025,4,124.2905.005,OK/TAB/25/III/00189,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,2950,177.52,6.02%
PT TEMPO NAGADI,2025,4,124.2905.005,OK/TAB/25/IV/00258,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,3499.2,197.76,5.65%
PT TEMPO NAGADI,2025,4,130.0010.359,OK/TAB/25/III/00218,WRAP CLAUDIA PINK 60GR 30457 115 GSM X 110 MM X 144 MM X 1000 M,2595.17,191.67,7.39%
PT TEMPO NAGADI,2025,4,130.0010.666,OK/TAB/25/III/00219,WRAP CLAUDIA WHITE BEUATY 60GR 30452 115 GSM X 110 MM X 144 MM X 1000 M,1136.31,35.76,3.15%
PT TEMPO NAGADI,2025,5,124.2905.005,OK/TAB/25/V/00018,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,3537,235.56,6.66%
PT TEMPO NAGADI,2025,6,124.2905.005,OK/TAB/25/V/00370,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,2508.92,83,3.31%
PT TEMPO NAGADI,2025,7,124.2905.005,OK/TAB/25/VII/00034,LAMINATING STIFFENER BOARD/WHITE 30035 120 GSM X 76 MM X 1000 M,3745,261.16,6.97%
